Input1,Input2,Input3,Input4,Output
7831.189,0,47,43.05,0
0,0,40,36,0
0,0,21,28.4,6521.207
11665.47,9526.306,24,0,25397.69
1500.798,2343.532,25,6.81,0
22711.82,18912.97,29,43.548,10815.48
25862.32,25243.55,29,27,25564.67
24966.94,25243.55,33,30,15734.83
24490.84,2717.71,32,8,25564.67
13450.37,13158.87,22,0.7,16699.79
25862.32,25243.55,32,8,25564.67
18695.32,12274.45,35,35,24784.43
562.3096,93.09677,43,38,25564.67
22206.33,20871.58,46,0,25564.67
24012.77,23549.9,40,0.948,22641.73
13501.31,15531.05,49,35,14440.34
25862.32,25243.55,50,11.461,25564.67
0,16.1129,16,60,5667.081
10376.28,8711.71,40,75,12341.97
25862.32,0,36,30,25564.67
17633.4,19335.48,22,11,23643.63
0,1002.581,16,35,2370.273
4563.132,4398.823,54,0,3913.02
1673.214,13479.34,46,0,14026.58
25862.32,0,43,0,25564.67
0,0,18,35.2,5068.602
0,19305.05,45,20,0
0,589.0161,17,22,2467.803
22337.6,21235.02,29,40,13175.41
25862.32,22885.69,46,58,25564.67
25862.32,25243.55,54,3.5,25564.67
640.6802,1403.613,17,0.12,12508.96
18279.96,9229.113,44,30,18535.12
3222.994,3131.274,18,18,0
25617.41,20080.26,52,15,20775.36
9751.271,11098.21,54,11.906,19315.36
0,0,53,24,0
0,0,55,48,0
21260,19269.24,26,54,21688.59
3608.969,3965.565,18,23.831,19941.92
12678.42,12478.55,54,16,15923.98
0,0,16,3.3,12693.67
25797.67,25243.55,28,9.52,25564.67
23182.04,22128.39,24,33,24472.63
25862.32,25243.55,39,38,25564.67
25862.32,25243.55,37,75,25564.67
21730.23,25243.55,24,25.4,25564.67
21475.52,21958.31,29,13,16132.34
9279.088,11357.81,37,15.6,0
346.7902,490.5484,40,27,2365.84
25862.32,25243.55,33,22,25564.67
7002.42,9776.952,26,30,10248.03
907.1405,435.0484,25,27,0
6622.322,13543.79,36,18.4,25564.67
0,0,49,0,0
2125.804,3593.177,19,30,16716.04
0,0,40,17,0
15989.58,16623.15,26,23.392,20973.37
0,0,23,0,0
1201.031,0,26,39.539,21659.04
0,0,16,99.999,7443.309
25862.32,19800.97,45,18.2,18823.28
22431.65,21795.39,53,11,21687.12
2121.886,2692.645,33,95,175.8495
7125.853,0,47,99.999,11145.01
6067.849,7003.742,18,30,5631.616
25862.32,25243.55,33,42,25564.67
0,0,38,15,0
0,0,47,26,0
19218.45,13923.34,41,17,14892.53
0,750.1452,16,40,16504.73
21020.97,18323.95,27,17,17273.15
25862.32,25243.55,26,19,0
4702.24,6892.742,21,40,25564.67
18863.82,11397.19,40,30,18665.16
25862.32,25243.55,48,7.5,25564.67
25862.32,25243.55,32,18,25564.67
25188.33,23234.81,20,28,4.43318
25862.32,25243.55,42,50,25564.67
2597.988,1335.581,20,45,16792.88
591.6986,762.6774,16,45,2696.851
7723.43,0,41,16.1,0
0,0,26,35,12974.44
17363.02,15672.48,53,60,9102.796
17500.17,19466.18,23,35,25564.67
15442.94,11372.13,43,0,13063.1
43.10387,0,25,92,0
25862.32,25243.55,23,0,25564.67
25166.78,25243.55,29,15,25564.67
24637.78,24862.21,39,2,25564.67
25862.32,25243.55,46,44,25564.67
25235.36,23709.24,32,22,24041.13
6974.99,17319.58,28,15,18957.75
17200.4,11404.35,27,0,11474.55
21391.27,21288.73,28,34,20964.51
9978.546,1229.952,22,4.4,404.8971
1918.122,495.9194,29,25,434.4516
4347.613,0,23,44,0
14255.63,15949.98,34,40,21013.27
3720.648,3526.935,18,28,787.6283
25862.32,25243.55,45,99.999,21722.58
0,0,17,45,7879.238
8383.703,2660.419,38,12.846,0
9739.515,8403.774,22,24,11487.85
22508.06,23621.52,53,0,0
24596.64,12154.5,48,0,12596.14
1289.198,7388.661,27,34.809,9361.398
25862.32,25243.55,32,1.705,25564.67
17633.4,17366.13,48,16.8,21268.92
12931.16,21224.27,26,25,0
25862.32,25243.55,35,12.278,25564.67
270.3788,0,41,22,3321.929
25862.32,25243.55,30,0,25564.67
3467.902,3276.29,45,0,3379.561
25862.32,25243.55,37,35,25564.67
25862.32,19629.1,30,0,24413.52
22905.79,22633.26,31,12,25564.67
9265.373,4515.194,52,42.5,8807.25
14649.44,16322.37,25,3.2,18264.7
11152.15,11753.47,38,0,10369.21
195.9267,12716.66,23,32,20388.19
11348.07,9606.871,22,49,0
14351.63,11069.56,19,0,0
2993.76,3274.5,18,67,991.5545
25862.32,25243.55,37,47,25564.67
10211.7,14510.56,21,34,2911.121
2065.067,4708.548,23,15,0
0,0,41,34,0
17241.55,0,46,74,0
12882.18,22386.19,27,64,25564.67
1398.916,5902.694,21,13,9784.028
0,3961.984,17,82,1214.691
24498.67,13663.74,41,37,25564.67
13244.64,12102.58,48,28.3,4515.932
0,0,32,37,0
23987.3,24718.98,52,0,25564.67
6124.668,0,24,23,0
21130.69,19860.05,32,0,25564.67
18550.34,9019.645,32,0,15564.89
14179.21,5798.855,32,39.5,18684.37
25862.32,25148.66,35,0,25564.67
13311.26,4397.032,47,7,19330.14
25233.4,24892.65,37,44,25564.67
22848.97,22685.18,33,0,25498.17
15478.21,17321.37,28,45,17488.89
25862.32,25243.55,41,0,25564.67
25862.32,21129.39,44,28.5,25564.67
25862.32,25243.55,29,4,25564.67
5832.737,18653.37,26,0,1691.997
25862.32,25243.55,26,12.8,25564.67
25862.32,25243.55,50,25,25564.67
25862.32,12890.32,45,0,25564.67
21957.5,22054.98,36,0,12575.45
7927.193,9529.887,19,32,19457.23
13154.52,16743.1,26,28.2,25564.67
21606.79,25243.55,38,0,25564.67
7241.45,6572.274,23,22,15177.73
10695.64,7435.21,27,35,97.52995
25862.32,25243.55,30,60,25564.67
25862.32,25243.55,38,45,4187.877
18248.61,16705.5,31,99.999,23603.73
22147.55,23780.85,53,59.9,25564.67
25241.23,25243.55,48,45,25564.67
2672.44,4617.242,17,16,14097.51
1246.094,0,28,99.999,22819.05
25158.95,25243.55,29,0,25564.67
8528.688,16850.52,28,0,8786.562
11602.78,11486.71,48,19,16393.9
930.6517,6402.194,16,14.5,7574.826
17500.17,22167.77,26,25,885.1582
16473.52,14054.03,37,12.3,15081.68
0,0,48,38,0
25862.32,25243.55,32,0,25564.67
0,0,25,70,0
18350.49,14967.1,23,22.8,25564.67
25862.32,22874.95,46,61,24624.84
15147.09,13959.15,20,51,17714.99
3989.067,9100.21,19,0,16005.26
25862.32,25243.55,28,15,25564.67
0,0,26,44,0
23066.45,25161.19,27,50,25564.67
25446.96,22490.03,33,32,0
7390.354,8683.065,19,0,12344.93
20589.93,10917.39,42,0,22477.7
4014.538,18821.66,20,20,8087.598
17294.45,17033.13,26,33,5467.588
405.5682,495.9194,23,99.999,2491.447
25862.32,24985.74,28,4.4,25564.67
20004.11,18529.84,35,25.3,24283.48
17893.98,21354.97,28,30,9306.722
21614.63,23351.18,27,7,22759.94
19510.38,21188.47,28,0,25564.67
0,0,36,11.4,0
1833.874,4694.226,55,0.7,0
6604.688,10779.53,25,24,9213.625
20844.64,21079.26,29,0,24382.49
22500.22,23684.18,29,27.5,25564.67
20774.11,23574.97,50,42,19726.17
14641.6,13892.9,40,40,13815.27
22202.41,15837.19,33,45.623,25564.67
22719.66,21161.61,50,36.5,14085.69
25862.32,25243.55,55,48,25564.67
7833.149,18717.82,31,24,25564.67
18397.52,17070.73,30,20,21599.93
25862.32,25243.55,31,0,23203.26
24290.99,25154.03,45,21,23569.74
0,0,16,25,8854.538
25862.32,25243.55,29,0,25564.67
16052.27,15701.13,27,5,13258.16
1412.631,0,20,0,6290.682
4386.798,6450.532,21,41,8034.399
21042.53,20773.11,27,48,23390.93
25862.32,25243.55,34,32,25564.67
10519.3,11810.76,35,20,20305.44
16522.5,16163.03,35,7.76,19273.99
4792.367,5329.79,46,35,4319.395
22143.63,21457.02,53,44,21929.46
3802.937,5020.065,22,0,3988.384
321.3198,159.3387,19,42.3,25564.67
23323.11,21360.34,25,15,22609.22
25862.32,25243.55,40,32,21252.66
0,0,16,38.7,3978.04
1112.864,0,42,0,3066.283
5139.157,12503.61,20,0,11467.16
0,1468.065,17,19.95,6144.387
15966.07,16470.97,26,0,20534.49
25862.32,25243.55,30,13,4629.717
0,0,33,20,0
10109.82,13744.31,26,37,14381.24
25862.32,25243.55,55,0,19200.1
17903.78,16465.6,45,0,22955
23810.97,19509.15,50,52,18582.41
25862.32,20474.13,33,40,10975.08
7386.436,9853.935,26,73,17298.27
4508.273,4459.694,17,9.75,12817.8
1357.772,809.2258,16,7.7,8473.284
8411.132,0,26,12,0
14798.34,13683.44,24,31,15635.82
25862.32,25243.55,41,26,18069.64
3495.332,4846.403,27,0,10967.69
25862.32,25243.55,42,10,14155.14
14655.32,25243.55,23,13,0
2092.497,4286.032,36,0,3206.667
8336.68,19018.6,43,30,12173.51
19984.52,18529.84,52,0,11251.41
20466.5,20116.06,33,49,19132.13
18405.35,18127.02,39,0,23317.05
17384.57,15783.48,45,2.8,15928.41
25862.32,25243.55,48,0,25564.67
1346.016,3174.242,18,0,2148.614
25862.32,25243.55,45,0,3666.24
7658.774,7829.081,33,15,8332.9
1171.642,5005.742,19,0,8167.395
0,0,16,30,0
18566.01,18023.18,22,45,9600.79
14692.54,15069.15,28,3.2,19998.07
16555.8,16519.31,32,0,18842.49
9749.312,6509.613,26,0,0
25862.32,25243.55,44,29,25564.67
25705.58,22801.55,34,17,25564.67
25862.32,5456.903,37,49,19621.25
9157.613,2664,24,12,19825.18
25862.32,25243.55,43,64,25564.67
13420.98,12005.9,48,67,13602.47
14663.15,10.74194,50,99.999,0
1649.703,771.629,17,40,19053.81
18716.88,15108.53,24,20,21685.64
25019.84,8502.242,41,30,25564.67
7956.582,25243.55,37,32,14459.55
25862.32,25243.55,44,59.545,24318.95
25862.32,25243.55,45,29.2,2142.704
2437.328,2635.355,18,17,0
19322.29,0,42,27,0
468.2648,1539.677,17,19,9104.273
182.2118,1722.29,19,44,0
3867.593,17452.06,29,17,24273.14
3172.053,0,24,74,0
16475.47,15683.23,48,0,16093.92
11134.51,10482.34,30,40,10561.31
10117.65,12109.74,50,35,8198.427
5523.173,0,21,35,12959.66
7343.332,5041.548,50,23.7,13704.44
10711.31,7997.371,26,23,9552.025
4958.904,2771.419,19,35,9082.108
0,202.3065,16,18.72,4303.14
25862.32,25243.55,46,38.4,25564.67
235.112,2638.935,17,90,2590.455
25862.32,16857.68,27,58,25564.67
0,0,17,42,7854.117
25862.32,25243.55,29,0,25564.67
25862.32,25243.55,32,75,25564.67
497.6538,0,43,45,59.10906
7696,9649.839,19,35,11088.86
0,0,36,50,0
25862.32,25243.55,38,28,25564.67
0,0,31,45.6,1563.435
25862.32,25243.55,38,75,1442.261
25862.32,19570.02,46,0,14302.92
8910.745,7621.403,29,34,17639.62
25862.32,17806.55,26,0,25564.67
25862.32,25243.55,28,63,25564.67
25862.32,25243.55,34,50,25564.67
22335.64,20359.55,29,99.999,25564.67
24414.42,25236.39,29,32,25564.67
15023.66,12353.23,22,15,7196.528
25862.32,23181.1,30,41,25564.67
25862.32,25243.55,38,99.999,25564.67
22318.01,24973.21,24,40,21867.4
8415.051,4588.597,35,42,0
0,0,29,0,0
17813.65,24416.42,48,36,25564.67
4034.13,0,41,40,0
2903.633,2456.323,21,45,4787.834
0,7614.242,38,0,0
0,0,17,12,0
0,5073.774,22,42,9255.002
2309.976,988.2581,50,8.256,1318.132
25862.32,24547.11,29,13,25564.67
21947.71,20409.68,51,0,21206.85
6918.171,5276.081,39,12,3076.627
16628.3,16112.9,22,7.072,18895.69
724.9287,3840.242,21,18,6002.525
25862.32,25243.55,29,17,22211.71
10538.9,11391.82,24,25,313.278
20844.64,25243.55,27,0,25564.67
8352.354,15187.31,18,14,17847.98
1105.026,0,21,23,2361.407
22333.68,21883.11,35,12,20614.29
11792.83,7784.323,39,20,14837.85
21007.26,0,47,40,4545.487
25862.32,25243.55,51,0,25564.67
18681.61,18644.42,23,23.5,24013.06
14733.69,14750.47,30,9.35,22754.03
0,2989.839,21,30,0
897.3442,8187.145,19,35,18214.46
25862.32,3423.097,39,3,25564.67
25862.32,25243.55,54,45,20037.97
25441.08,22253.71,36,59.056,25051.9
25862.32,25243.55,32,26.328,25564.67
25274.54,14272.45,46,31,25564.67
19769,19263.87,25,12.8,23192.92
25390.14,22332.48,37,26.4,25564.67
25862.32,24783.44,40,0,25564.67
23812.93,11624.56,28,30,13558.14
25862.32,23139.92,34,39,25564.67
3138.745,9739.355,18,35,14663.48
12942.92,11404.35,52,20,0
989.4297,961.4032,19,0.05,17893.79
2934.982,3041.758,25,0,5900.562
11647.84,13241.23,25,12.8,0
7165.039,5012.903,54,39,0
3546.273,4638.726,19,0,13583.26
17259.18,20338.06,41,11,25564.67
1831.914,0,20,16.5,18292.78
25862.32,17489.66,31,0,19995.12
12842.99,6939.29,35,42,8368.366
9729.719,9119.903,42,60,1990.498
1549.78,2610.29,19,44.73,9540.203
2680.277,6574.065,24,0,10283.5
17607.93,17068.94,39,16.5,20838.9
25862.32,25243.55,46,7,25564.67
25862.32,25243.55,38,31,25564.67
18409.27,18605.03,25,0,25564.67
8563.955,11492.08,25,0,7503.896
16732.14,17520.1,27,48,17206.65
1959.267,6882,16,35,16705.7
848.3625,1312.306,18,32,2388.006
25862.32,25243.55,49,32,25564.67
16986.84,19425,36,99.999,16968.73
19365.39,21312,26,19,25564.67
25862.32,25243.55,46,17.5,7013.29
11271.66,13302.1,20,21.9,15879.65
4022.375,2239.694,20,40,14481.72
19506.46,17437.74,28,35,24951.41
19230.2,15629.52,44,38,4951.862
7815.515,7290.194,48,29,11765.66
8765.76,11982.63,34,45,15572.28
1518.432,3718.5,24,0,2534.301
3136.786,25243.55,50,39,11929.69
5019.642,9252.387,52,21,4625.284
4915.8,7655.419,33,35,789.106
8319.047,9150.339,21,0,0
22057.43,14915.18,32,65,15832.36
23534.71,20792.81,45,40,25564.67
7020.053,2522.565,21,55,2915.555
0,0,42,22.397,0
4273.161,7578.435,21,25,0
22384.62,21761.37,34,16,20345.34
14114.56,13676.27,27,10,4499.677
0,6640.306,19,30,4996.194
13038.92,12324.58,27,0,17683.95
2164.99,2945.081,21,25,13095.61
25862.32,25243.55,43,37,25564.67
23054.69,23893.65,54,0,19059.72
1690.847,6074.565,27,0,0
2329.568,5118.532,19,25,20797.52
13275.99,14415.68,28,0,11869.1
25862.32,25243.55,33,0,25564.67
11933.89,18782.27,25,15.5,8666.866
4578.807,17410.89,21,0,19074.49
21908.52,7659,25,78,12401.08
12721.52,13031.76,29,48,15860.44
19300.74,20445.48,48,26,19316.84
9361.377,8871.048,22,0,2444.16
5832.737,8498.661,26,58,16083.58
19943.38,19095.58,39,30.894,19287.29
0,0,49,42,0
0,4309.306,19,37,12015.39
14576.95,12401.56,21,44,14311.78
5672.077,7983.048,20,0,16433.8
16077.74,17342.85,20,0,22652.07
3550.191,0,25,18.9,0
10903.32,1006.161,29,0,771.3733
18908.88,14113.11,54,45,11518.88
15907.29,9927.339,27,5,17342.6
0,1972.935,26,0,0
21395.19,21575.18,51,26.334,22783.59
4621.91,5492.71,17,0,10635.2
20586.02,20051.61,37,55,18176.04
0,0,43,99.999,0
15991.54,10605.87,32,90,20054.23
17555.03,18383.03,27,19,25564.67
25862.32,0,49,45,25564.67
25862.32,25243.55,35,99.999,25564.67
17846.96,13405.94,55,19.5,24760.79
5801.389,6541.839,24,16,13428.1
25862.32,25243.55,26,23.48,25564.67
17525.64,19126.02,29,1.476,17933.69
14886.51,21800.76,26,54,22987.51
2431.45,529.9355,18,3,366.4762
12676.46,3369.387,51,36,11037.14
17701.98,25243.55,29,26.328,25564.67
5480.069,1575.484,21,30,10435.71
19625.98,19528.84,49,13,22696.4
24618.19,23807.71,23,10,23757.41
13270.11,13959.15,48,5.5,13111.87
21230.62,22398.73,35,2.5,23401.28
1984.737,4121.323,55,20,25564.67
17386.53,16610.61,28,30,25564.67
14298.73,15423.63,27,23,25564.67
3189.686,11440.16,27,60,17689.86
14637.68,16488.87,25,68,13754.68
7551.014,5297.565,17,0,14818.64
8495.381,8360.806,47,0,10004.21
35.2668,0,18,20,2713.106
5964.008,7437,51,0,12600.57
5942.456,6627.774,37,18.75,5491.232
24040.2,25243.55,36,11,25564.67
18134.97,20400.73,32,0,24349.98
19757.25,14875.79,29,30,25564.67
18675.73,17736.73,51,24,18716.88
8922.501,6559.742,21,15,8918.08
25862.32,25243.55,55,35,25564.67
15862.22,13450.69,34,18,17666.22
2405.98,3689.855,24,17.5,0
16167.87,24871.16,29,30,25564.67
2311.935,12695.18,33,25,2201.813
25862.32,25243.55,42,26,25564.67
25862.32,16046.66,54,8,25564.67
4427.943,0,52,56,0
0,0,34,35,0
18938.27,25243.55,34,46,25564.67
25862.32,23811.29,26,27,25564.67
7494.196,18631.89,26,51,13651.24
9621.959,0,25,0,25564.67
0,0,30,0,25564.67
0,0,17,24,0
22568.79,21591.29,27,29,22640.25
0,0,16,32,12242.96
5699.507,388.5,21,30,8844.194
25862.32,25243.55,37,68,25564.67
4137.971,3772.21,21,17.621,11888.31
25862.32,18073.31,34,28,22678.67
25862.32,25243.55,46,0,25564.67
22180.86,21159.82,33,12,25227.75
25862.32,25243.55,32,60,25564.67
19504.5,25243.55,29,30,25564.67
24347.81,24586.5,37,0,25564.67
18485.68,17976.63,48,29,14865.93
17566.79,18751.84,30,36.2,25564.67
21332.5,16044.87,34,70,21959.02
15235.26,15208.79,26,0,17938.12
0,4175.032,33,0,13398.55
0,0,27,10.4,1533.88
10670.17,10989,37,57.334,12526.69
13023.25,10668.53,20,4.8,0
3260.22,3752.516,35,42,0
14375.14,10835.03,41,0,0
0,1802.855,16,0,626.5561
13820.67,13187.52,43,0,12837.01
2460.839,2270.129,22,16,6801.975
10186.23,7732.403,44,46,0
18597.36,12546.58,38,0,16401.29
23685.58,17385.82,40,55,25564.67
1306.831,2121.532,16,52,11994.71
9326.11,9227.323,29,36,12668.55
5450.68,16277.61,32,28,25564.67
17878.31,18157.45,36,63,12897.6
19302.7,20662.11,48,50,25121.35
1136.375,1888.79,19,41,16860.86
2791.955,1258.597,38,16.7,0
691.6212,3774,16,47,7223.127
2492.187,8597.129,24,0.9,15752.57
12498.16,4495.5,25,18,14248.24
20909.3,16914.97,30,0,21038.39
25862.32,25243.55,30,18,25564.67
25862.32,25243.55,38,17,25564.67
25862.32,25243.55,54,20.524,25564.67
12531.47,15167.61,26,41,7936.869
13810.87,16605.24,20,0,21463.98
1843.67,2092.887,21,0,7605.859
2791.955,3466.065,32,0,2550.556
20198.08,21655.74,47,50,20666.01
1161.845,11280.82,19,45,3824.356
24780.81,25243.55,24,47.84,16998.29
10668.21,9710.71,24,31,10969.16
17227.83,18005.27,21,23.772,18628.22
6216.754,9400.984,35,1.1,13092.66
9917.809,8709.919,21,15.5,9293.422
18025.25,17502.19,30,1.4,19777.89
15805.41,15352.02,54,19.222,14644.27
25862.32,25243.55,27,0,25564.67
8540.444,15029.76,23,7.1,24992.79
10380.2,20389.98,33,0,16860.86
15770.14,15332.32,32,0,16999.77
16902.59,25243.55,27,0,25564.67
25862.32,25243.55,35,10,25564.67
22774.52,22982.37,33,23,12306.51
13654.13,15135.39,25,0,17491.85
19010.77,20012.23,42,14.679,20571.43
0,2216.419,17,66,3440.147
6449.906,10804.6,55,11,9506.215
14118.48,12365.76,44,36,15754.04
1163.804,1129.694,17,0,11241.07
10039.28,9073.355,46,23,2124.971
0,0,40,30,1691.997
0,0,32,0,0
16661.6,12328.16,39,7,16154.51
31.34827,3224.371,19,80,10757.85
6908.375,11055.24,21,46,21497.97
199.8452,0,16,25,3140.169
16448.04,16675.06,42,42,16410.15
14285.01,8751.097,40,20,10861.29
6461.662,1849.403,52,40,0
25862.32,16220.32,45,33.43,19735.04
13036.96,13201.84,24,36,0
7566.688,14471.18,36,36,7920.614
10043.2,14453.27,30,28.3,5432.123
11444.08,14358.39,27,28.76,17091.39
4872.697,7540.839,41,13,21622.1
11489.14,13237.65,29,0,12084.85
13422.94,5850.774,30,44,1754.061
19772.92,18485.08,30,79,14509.8
8436.603,8887.161,28,25,8182.172
23115.43,23055.77,44,99.999,24027.83
23722.8,22013.81,39,20.731,25564.67
562.3096,0,26,36,0
0,0,27,88,0
11136.47,12593.13,20,10.5,11255.84
23164.41,25243.55,23,36,25564.67
18131.05,16979.42,33,26.44,23512.11
25862.32,18153.87,24,0,25564.67
0,0,40,14.5,1105.339
6626.24,6137.226,47,50.6,6499.041
13777.56,11774.95,41,29,11304.61
17984.11,21251.13,33,88,19690.71
10652.53,9680.274,52,77,9798.805
18138.89,18898.65,23,70,24329.29
6734,5347.694,24,99.999,3641.118
11810.46,22307.42,23,43,25564.67
0,2787.532,40,55,0
17372.82,14172.19,42,92,16189.97
0,0,39,8,950.1782
3720.648,6640.306,45,99.999,16132.34
4165.401,9229.113,39,40,811.2719
18581.69,12283.4,39,70,15993.43
13483.67,3732.823,54,75,13636.46
20480.22,19548.53,42,99.999,20293.62
0,347.3226,18,90,21373.84
25862.32,25243.55,30,18.333,25564.67
13816.75,11431.21,26,0,12368.57
0,2225.371,24,30,6980.78
15341.06,12992.37,39,50,354.6544
1332.301,0,41,75,0
0,0,47,0,25564.67
19812.11,15556.11,35,29,17211.08
12764.62,13158.87,24,0,19638.99
25358.79,25243.55,39,72,21122.62
16612.62,17563.06,30,20,24949.94
16263.87,17455.65,31,6.5,20283.27
0,0,40,14,0
5744.57,4969.935,29,4.8,4900.141
3136.786,3082.935,55,80,7963.469
17756.84,16358.18,50,55.64,0
24800.4,25243.55,40,38,25564.67
18021.34,17412.68,53,12,0
0,0,19,32,11812.95
18609.12,17591.71,25,27,18470.1
5035.316,5075.565,19,0,7233.472
21160.08,20767.74,32,36,25564.67
6722.244,5872.258,38,60,8148.184
10560.45,13377.29,36,17,13682.27
0,0,54,0,13410.37
25862.32,25243.55,29,25,25564.67
25836.85,25243.55,50,10,25564.67
24326.26,25243.55,36,10,25430.2
0,0,36,0,0
15856.35,14086.26,38,19,1573.779
58.778,50.12903,26,0,31.03226
19620.1,9109.161,29,0,10184.49
148.9043,10656,25,0,0
25862.32,5229.532,41,32,14090.12
0,1283.661,20,0,0
24046.08,25152.24,27,24,25564.67
14931.57,8310.677,29,10,0
11690.95,15146.13,29,0,12556.24
25862.32,25243.55,33,26,25564.67
15213.71,1971.145,47,38,22941.71
18313.27,18352.6,22,45,15183.64
0,2295.194,19,27,9897.813
12723.48,7345.694,20,26,9469.272
3842.122,3487.548,26,18,1717.118
22829.38,20887.69,35,41,24394.31
20329.35,19872.58,27,42.2,25564.67
8628.611,14687.81,27,39.5,25564.67
25862.32,25243.55,51,15,25564.67
21620.51,15251.76,26,22,25564.67
25862.32,25243.55,39,0,25564.67
17468.82,8813.758,39,7,16769.24
10862.18,12492.87,26,60,17978.02
8242.635,4277.081,25,75,763.9846
1400.876,0,32,25,0
423.2016,3809.806,16,0,8208.771
9714.045,9476.177,55,85,14481.72
21747.86,21662.9,40,93,23578.61
25862.32,25243.55,34,0,25564.67
25862.32,25243.55,39,11,25564.67
1587.006,3596.758,18,99.999,3915.975
25862.32,3412.355,46,19,25564.67
25862.32,25243.55,34,26,25564.67
9627.837,10494.87,22,0,17737.15
25862.32,25243.55,32,0,25564.67
12012.26,23725.35,47,7,25564.67
12110.23,12188.52,22,0,0
11877.08,12195.68,30,20,12102.58
4909.923,4832.081,37,0,14777.27
11694.86,15011.85,27,5.23,17686.91
11806.54,8616.823,23,50,14332.47
16992.72,25243.55,41,4,0
18946.11,18764.37,49,50,25564.67
24200.86,25243.55,55,0,0
0,0,24,12,0
25862.32,24720.77,54,0,25564.67
20991.58,17077.89,36,2.2,22804.28
0,1471.645,16,25.819,4911.963
0,0,24,0,2293.432
6157.976,392.0806,30,25,2636.264
12848.87,10881.58,46,40,10895.28
0,0,51,52,0
0,0,49,51.727,0
129.3116,3917.226,18,10,4985.849
23095.84,21444.48,54,20,14471.38
10027.53,10242.44,21,21,15473.27
13291.67,11919.97,52,20,0
19486.87,17833.4,50,9,13509.38
16937.86,23241.97,25,14,25564.67
23809.01,24430.74,47,40,25564.67
25862.32,11119.69,33,12.6,1219.124
15940.59,25243.55,29,60,25564.67
21600.92,19034.71,29,44,25564.67
0,0,42,75,0
25862.32,24622.31,29,0,22603.31
25862.32,21636.05,36,60,13586.22
713.1731,0,24,41.6,21750.66
0,0,22,0,22522.03
1939.674,2746.355,21,38.5,25564.67
21214.94,20436.53,27,40,25564.67
25862.32,25243.55,39,24,25564.67
25862.32,25243.55,41,0,25564.67
22400.3,25243.55,49,19.378,25564.67
14780.71,0,52,0,25564.67
25862.32,25243.55,53,30,25564.67
0,0,19,10,0
0,0,40,19.5,4705.081
21440.26,22140.92,29,22,25564.67
25862.32,25243.55,39,0,25564.67
25862.32,25243.55,26,18,7619.158
362.4644,2515.403,17,18.711,217.2258
14522.09,17679.44,22,19,21951.63
19004.89,19604.03,25,30.899,24978.01
4306.468,6978.677,19,27,837.871
25862.32,25243.55,48,41,25564.67
25862.32,25243.55,27,19,25564.67
8128.998,2939.71,21,12,0
8473.829,16241.81,29,20,2476.67
20995.5,21163.4,33,18,24477.06
601.4949,10.74194,17,31.24,1913.656
19576.99,14716.45,23,12.5,0
25862.32,24821.03,28,32,25564.67
24377.2,25243.55,55,61,0
3046.66,1665,21,54,13787.19
840.5255,2391.871,20,63,4270.63
0,957.8226,32,53,2518.046
8799.067,15207,20,10.5,24942.55
11879.03,16757.42,48,0,14104.9
25862.32,25243.55,51,44,23135.29
17564.83,9211.21,29,17.68,2135.315
10331.21,13540.21,19,23,15980.14
19723.94,11162.66,36,32,23659.88
0,0,49,0,0
14718.01,11062.4,21,30,18931.16
0,1761.677,18,24.2,7233.472
25862.32,25243.55,33,17,25564.67
23135.02,18288.15,47,18.5,9933.278
22915.58,25243.55,55,2.5,1306.31
25862.32,25243.55,37,17.5,25564.67
23595.45,25014.39,39,7.5,11677
25862.32,25243.55,33,47.84,25564.67
22002.57,17670.48,32,0,23204.74
25862.32,25243.55,33,0,25564.67
14931.57,16496.03,25,16,25564.67
25862.32,25243.55,36,54,25564.67
25862.32,25243.55,29,22.6,25564.67
25862.32,25243.55,39,0,25564.67
25862.32,25243.55,32,45,25564.67
25862.32,24765.53,35,45,25564.67
25862.32,25243.55,52,29,25564.67
21863.46,22447.06,33,58,24072.17
25862.32,25243.55,38,14,25564.67
25862.32,23367.29,41,0,0
0,0,16,10,1609.244
25862.32,25243.55,50,0,25564.67
0,0,33,28,0
25862.32,25243.55,44,30,25564.67
21077.79,23107.69,50,5.76,19307.98
0,0,51,0,0
25862.32,25243.55,30,22,25564.67
25862.32,25243.55,33,0,25564.67
1396.957,6702.968,19,18.936,357.6098
0,261.3871,16,7.141,9157.472
8652.122,14136.39,27,24,5927.161
2425.572,2832.29,42,35.5,1907.745
22837.21,7109.371,31,30,20716.25
25862.32,25243.55,29,0,25564.67
16871.25,12449.9,42,47,0
815.055,0,17,0,9327.41
12145.49,791.3226,20,0,13683.75
0,3226.161,18,0,15814.63
25862.32,25243.55,53,46,24459.33
8763.8,10894.11,35,11,20216.78
22363.07,23870.37,28,18,25564.67
18789.37,25241.76,36,0,21741.79
25862.32,25243.55,31,25,25564.67
0,0,19,22.116,5310.949
9594.53,10258.55,26,7,6677.846
19392.82,9848.565,48,40,6864.04
5090.175,5399.613,19,24,3583.487
23528.84,25223.85,28,39.5,25564.67
25862.32,25243.55,36,38,25564.67
13902.96,14770.16,22,26,21028.05
25862.32,25243.55,49,39.9,25564.67
25862.32,25243.55,29,26,22391.99
25323.52,25243.55,27,22.8,0
18955.91,2014.113,33,64.705,15776.21
148.9043,3448.161,41,15,487.6498
